robustness_rank_v2,provisional_status_v2,robustness_score_v2,hard_fail_count_v2,rank_change_vs_old,selection_source,consensus_flag,n,combo_id,role_my,role_colleague,role_tags,start_k,end_l,indicator_set_key,reconstructed_combo_key,final_asset_10y,final_asset_20y,buyhold_final_asset_10y,buyhold_final_asset_20y,total_mdd_10y,total_mdd_20y,mdd_improve_10y,mdd_improve_20y,risk_off_share_10y,risk_off_share_20y,cycle_count_10y,cycle_count_20y,short_cycle_count_10y,short_cycle_count_20y,short_cycle_ratio_10y,short_cycle_ratio_20y,average_cycle_days_10y,average_cycle_days_20y,practical_basic_flag,practical_stable_flag,strict_stability_flag,composite_score,my_role_score,colleague_role_score,my_selection_stage,colleague_filter_level,colleague_selection_reason,candidate_key,asset_retention_t2_vs_t1_10y,asset_retention_t2_vs_t1_20y,mdd_deterioration_t2_vs_t1_10y,mdd_deterioration_t2_vs_t1_20y,t2_status,asset_retention_vs_0bp_20y_0bp,asset_retention_vs_0bp_20y_5bp,asset_retention_vs_0bp_20y_10bp,asset_retention_vs_0bp_20y_20bp,final_asset_20y_0bp,final_asset_20y_5bp,final_asset_20y_10bp,final_asset_20y_20bp,positive_period_ratio,bh_outperform_period_ratio,mdd_improve_period_ratio,worst_period_excess_cagr,worst_period_mdd,period_cagr_std,period_mdd_std,original_start_k,original_end_l,valid_neighbor_count,neighbor_pass_count,neighbor_pass_ratio,neighbor_final_asset_20y_median,neighbor_final_asset_20y_p25,neighbor_final_asset_20y_min,neighbor_mdd_20y_median,neighbor_mdd_20y_worst,original_asset_vs_neighbor_median_ratio,original_mdd_vs_neighbor_median_delta,original_rank_within_neighbors,best_neighbor_k_l,worst_neighbor_k_l,crisis_detected_count,crisis_detection_ratio,positive_downside_avoidance_ratio,average_entry_lag,median_entry_lag,average_reentry_lag,median_reentry_lag,total_downside_avoided,total_rebound_missed,false_positive_cycle_count,t2_score,cost_score,period_score,kl_score,crisis_score,robustness_score,robustness_grade,hard_fail_t2,hard_fail_cost,hard_fail_period,hard_fail_kl,hard_fail_crisis,hard_fail_count,provisional_status,robustness_rank
17,REVIEW,0.5284090909090909,0,4,공통,True,7,3755024,균형형 정석,균형형 정석,균형형 정석,5,2,Index + IG + Credit Stress + 10Y Real Yield + 10Y-3M Spread + 10Y Nominal Yield Slope + Bollinger Band,Index=EMA40_W45_S35_E25|IG=EMA5_W180_S20_E10|Credit Stress=EMA1_W60_S28_E25|10Y Real Yield=EMA8_W30_S50_E10|10Y-3M Spread=EMA80_W60_S62_E32|10Y Nominal Yield Slope=SW12_EMA3_W480_S82_E32|Bollinger Band=BBW18_STD2p25|start_k=5|end_l=2,583.4396569228816,2069.548925119228,350.23996883972313,609.8260976898191,-0.1015953054895624,-0.1330511936308825,0.2376542945369706,0.4347026837968467,0.2335853561480302,0.2536779324055666,11,20,1,2,0.0909090909090909,0.1,53.36363636363637,63.8,True,True,False,0.938612440825205,0.8063700628366248,0.7175188569710158,권장조건,role_filter_strict,same_structure_avoided,n7_3755024,0.973303939901552,0.9136313392489112,4.440892098500626e-16,0.0,GOOD,1.0,0.980193770691366,0.9607702107358075,0.9230424014270261,2069.548925119228,2028.5589645428797,1988.3609569148646,1910.2814097127728,1.0,1.0,1.0,0.059339971835532745,-0.13305119363088258,0.027749141125164918,0.01816106548598989,5,2,22,6,0.2727272727272727,743.5548914103936,508.99741641797425,127.38717531751678,-0.20189351014184392,-0.5677538774277293,2.7833169400495175,-0.06884231651096143,1,5/2,3/0,13,0.5384615384615384,0.9230769230769231,123.0,57.0,10.11111111111111,21.0,2.470890160153823,1.405433676257587,8,0.7136363636363636,0.7272727272727273,0.5045454545454545,0.3920454545454546,0.3704545454545455,0.5136931818181818,C,False,False,False,True,False,1,REVIEW,21
18,REVIEW,0.5280681818181818,0,10,내 안,False,4,526537,균형형 방어,,균형형 방어,3,1,IG + Credit Stress + 10Y-3M Spread + 10Y Nominal Yield Slope,IG=EMA5_W90_S35_E10|Credit Stress=EMA1_W60_S28_E25|10Y-3M Spread=EMA10_W360_S62_E40|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|start_k=3|end_l=1,524.9215360188086,1811.2051875223449,350.23996883972313,609.8260976898191,-0.0960445475291297,-0.1751452056174511,0.2432050524974033,0.3926086718102781,0.3967369677676084,0.3369781312127236,16,29,1,3,0.0625,0.1034482758620689,62.3125,58.44827586206897,True,True,False,0.915278181814069,0.7494987389659522,,권장조건,,,n4_526537,0.8384896694415455,0.8285832311510658,0.002167672389230102,0.0002467921423208175,WATCH,1.0,0.9714094193743174,0.9436225637280623,0.8903717962447123,1811.2051875223447,1759.4217795788325,1709.0940824874008,1612.646016182011,1.0,1.0,1.0,0.04680030924815859,-0.17514520561745117,0.02323608499395969,0.04566878624036884,3,1,10,2,0.2,852.6325493345514,498.2997983809579,175.976956589245,-0.19682227923725637,-0.4596805473503195,2.124250580083911,-0.02167707361980528,1,3/1,1/0,13,0.8461538461538461,1.0,75.75,35.5,18.083333333333332,14.0,2.432640044681178,1.8349102453735806,15,0.3340909090909091,0.46988636363636366,0.5545454545454546,0.4414772727272727,0.6414772727272727,0.49110795454545453,D,False,False,False,True,False,1,REVIEW,28
19,REVIEW,0.5241477272727273,0,14,공통,True,7,695499,수익형,균형형 수익 기울기,수익형 / 균형형 수익 기울기,5,3,IG + Credit Stress + VIX Spread + 10Y Real Yield + 10Y-2Y Spread + 10Y Nominal Yield Slope + RSI,IG=EMA8_W180_S20_E10|Credit Stress=EMA1_W60_S28_E25|VIX Spread=EMA5_W240_S90_E40|10Y Real Yield=EMA40_W120_S20_E10|10Y-2Y Spread=EMA40_W60_S82_E52|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|RSI=RSI10_LB80_Q10_90|start_k=5|end_l=3,803.8603475386951,2959.9168784620074,350.23996883972313,609.8260976898191,-0.0960445475291296,-0.2381975501183353,0.2432050524974034,0.329556327309394,0.1898129725427775,0.1821073558648111,15,29,3,5,0.2,0.1724137931034483,31.8,31.58620689655172,True,True,False,0.796139509589977,0.8526840215439856,0.7728070141091516,권장조건,role_filter_strict,same_structure_avoided,n7_695499,0.8966756260088861,0.9643614944432354,0.01290122503148139,-0.03776691191945225,GOOD,1.0,0.9714094193743152,0.9436225637280623,0.8903717962447075,2959.9168784620074,2875.2911363030144,2793.044353276283,2635.4265078112453,1.0,1.0,1.0,0.08221630414685288,-0.23819755011833532,0.04436273194774377,0.08207207431099135,5,3,19,4,0.21052631578947367,1077.083959728788,832.1376688391707,321.0831458962016,-0.3392496000265326,-0.4571314390689881,2.7480837048277285,-0.1010520499081973,1,5/3,3/1,13,0.9230769230769231,0.9230769230769231,17.666666666666668,8.5,-78.25,-59.5,2.0661369364263757,0.849515162224946,7,0.7647727272727274,0.45397727272727273,0.41818181818181815,0.19829545454545455,0.5284090909090909,0.4581534090909091,D,False,False,False,True,False,1,REVIEW,33
20,REVIEW,0.5223863636363637,0,16,공통,True,9,6013175,균형형 정석,방어형,균형형 정석 / 방어형,5,3,Index + IG + Credit Stress + VIX + VIX Spread + 10Y Real Yield + 10Y-2Y Spread + 10Y Nominal Yield Slope + Bollinger Band,Index=EMA40_W45_S35_E25|IG=EMA5_W180_S20_E10|Credit Stress=EMA1_W60_S28_E25|VIX=EMA15_W30_S90_E40|VIX Spread=EMA5_W120_S86_E40|10Y Real Yield=EMA40_W120_S18_E10|10Y-2Y Spread=EMA8_W360_S35_E18|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|Bollinger Band=BBW18_STD2p75|start_k=5|end_l=3,616.3621140770166,2473.172436243911,350.23996883972313,609.8260976898191,-0.0960445475291297,-0.1148537885769516,0.2432050524974033,0.4529000888507777,0.2550736171906088,0.2538767395626242,16,33,1,4,0.0625,0.1212121212121212,40.0625,38.696969696969695,True,True,False,0.9326537251472472,0.8472018828451883,0.8313314049970925,권장조건,role_filter_strict,same_structure_avoided,n9_6013175,0.9136594186663565,0.8126071260658521,0.002167672389229991,0.046149029889779536,WATCH,1.0,0.9675305747671407,0.9360999518731609,0.8762251712550375,2473.172436243911,2392.8699487373206,2315.136598541953,2167.055941491059,1.0,1.0,1.0,0.0659051976714351,-0.11485378857695161,0.024144035732692547,0.010859520382212497,5,3,19,5,0.2631578947368421,988.2739151128327,793.5316375828959,445.0376172416346,-0.2948279790469973,-0.4166475140144734,2.502517164951728,-0.1799741904700457,2,5/4,3/1,13,0.9230769230769231,1.0,38.5,11.5,-60.166666666666664,12.5,2.5162645982540757,1.3483841074456606,13,0.26136363636363635,0.3181818181818182,0.5409090909090909,0.2380681818181818,0.7397727272727274,0.4267897727272727,D,False,False,False,True,False,1,REVIEW,36
21,REVIEW,0.5197159090909091,0,-14,공통,True,4,1099873,저휩쏘형,저휩쏘형,저휩쏘형,3,1,Index + VIX Spread + 10Y Real Yield + 10Y-3M Spread,Index=EMA9_W90_S35_E25|VIX Spread=EMA80_W480_S75_E32|10Y Real Yield=EMA8_W30_S50_E10|10Y-3M Spread=EMA80_W60_S62_E32|start_k=3|end_l=1,375.6947100616221,939.632851986372,350.23996883972313,609.8260976898191,-0.1015953054895626,-0.1330511936308827,0.2376542945369704,0.4347026837968466,0.2578591325109431,0.2775347912524851,7,14,0,0,0.0,0.0,92.57142857142856,99.71428571428572,True,True,True,0.7933782096379055,0.8603593947036571,0.8706339988822326,권장조건,role_filter_strict,same_structure_avoided,n4_1099873,0.9865516154112368,0.8667934695115039,0.020086276941768455,0.018215809799486893,GOOD,1.0,0.9860940917766332,0.9723747443770924,0.9454861164790008,939.6328519863721,926.5664037829893,913.6752542585668,888.4098161406828,1.0,1.0,1.0,0.007979559206627629,-0.1330511936308827,0.021807405664679456,0.018161065485989794,3,1,10,4,0.4,775.4634907153534,385.70487127268825,121.66370630895385,-0.19520595186112266,-0.3560546783763203,1.2117048232916483,-0.06215475823023997,4,3/2,1/0,13,0.6153846153846154,0.9230769230769231,28.625,28.5,-60.125,-28.0,2.297500070139261,2.459985822260373,4,0.5454545454545454,0.947159090909091,0.5681818181818181,0.7886363636363636,0.29545454545454547,0.6021022727272727,C,False,False,False,False,False,0,REVIEW,7
22,REVIEW,0.5176704545454546,0,3,내 안,False,8,12374357,저휩쏘형,,저휩쏘형,5,3,Index + HY + IG + Credit Stress + 10Y-2Y Spread + 10Y-3M Spread + 10Y Nominal Yield Slope + Bollinger Band,Index=EMA20_W90_S35_E18|HY=EMA5_W60_S69_E25|IG=EMA5_W90_S35_E10|Credit Stress=EMA1_W60_S28_E25|10Y-2Y Spread=EMA40_W60_S82_E52|10Y-3M Spread=EMA80_W60_S62_E32|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|Bollinger Band=BBW15_STD2p25|start_k=5|end_l=3,589.7726652206702,1864.8643613614713,350.23996883972313,609.8260976898191,-0.090975249180093,-0.1226752058121385,0.24827435084644,0.4450786716155908,0.3008356545961003,0.3693836978131212,19,37,0,2,0.0,0.054054054054054,39.78947368421053,50.21621621621622,True,True,False,0.9332395195961,0.8639116963594112,,권장조건,,,n8_12374357,0.9588932361934702,0.9127549311805633,-1.1102230246251565e-16,0.007582164313966189,GOOD,1.0,0.9636672184136127,0.9286373107006967,0.8623033141650559,1864.8643613614713,1797.1086518318873,1731.782625356289,1608.0787192702971,1.0,1.0,1.0,0.06062833290486935,-0.12267520581213853,0.03459419582480972,0.01830197849481103,5,3,19,5,0.2631578947368421,981.4832728228316,430.52388250960564,221.676565420144,-0.18902206184283965,-0.3944161873388201,1.9000470135348904,-0.06634685603070115,2,6/3,3/1,13,0.7692307692307693,1.0,79.41666666666667,27.0,1.0833333333333333,8.0,2.4904701309138026,1.1817065570467915,17,0.6215909090909091,0.20454545454545456,0.44090909090909086,0.48352272727272727,0.6551136363636364,0.506903409090909,C,False,False,False,True,False,1,REVIEW,25
23,REVIEW,0.5139772727272727,0,0,동료 안,False,7,1525293,,수익형,수익형,5,3,Index + Credit Stress + VIX Spread + 10Y Real Yield + 10Y Nominal Yield Slope + RSI + Bollinger Band,Index=EMA40_W45_S35_E25|Credit Stress=EMA1_W60_S28_E25|VIX Spread=EMA5_W120_S86_E40|10Y Real Yield=EMA3_W180_S42_E32|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|RSI=RSI10_LB80_Q10_90|Bollinger Band=BBW15_STD2p25|start_k=5|end_l=3,764.0916390720386,2666.195504919978,,,-0.1096232219067664,-0.1938824207235855,0.2296263781197666,0.3738714567041438,0.1910067648229208,0.1662027833001988,21,37,6,10,0.2857142857142857,0.2702702702702703,22.857142857142858,22.594594594594593,True,True,False,0.8835889438127044,,0.7591597492941731,,role_filter_strict,same_structure_avoided,n7_1525293,0.9275939149413546,1.0201645739929226,0.025447000369729578,-5.551115123125783e-16,GOOD,1.0,0.9636672184136188,0.9286373107007097,0.8623033141650617,2666.195504919978,2569.325205973129,2475.928623491209,2299.0692201044867,1.0,1.0,1.0,0.07610609059922635,-0.19388242072358552,0.04430374607730734,0.04864707111859292,5,3,19,5,0.2631578947368421,912.2898533467239,609.8260976898191,347.80429465450584,-0.20095217014391997,-0.5677538774277293,2.9225311397896983,-0.007069749420334476,2,5/4,3/1,13,0.9230769230769231,0.9230769230769231,26.75,15.5,-88.83333333333333,-71.5,2.0708633334754616,0.8016351078266916,16,0.7897727272727273,0.25,0.4227272727272727,0.45852272727272725,0.5397727272727273,0.5112215909090909,C,False,False,False,True,False,1,REVIEW,23
24,REVIEW,0.5134090909090908,0,8,동료 안,False,7,4256980,,균형형 방어 기울기,균형형 방어 기울기,4,2,Index + IG + VIX + 10Y Real Yield + 10Y-2Y Spread + 10Y Nominal Yield Slope + Bollinger Band,Index=EMA40_W45_S35_E25|IG=EMA5_W180_S20_E10|VIX=EMA15_W30_S90_E40|10Y Real Yield=EMA40_W120_S18_E10|10Y-2Y Spread=EMA40_W60_S82_E52|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|Bollinger Band=BBW18_STD2p25|start_k=4|end_l=2,499.8281516263531,1622.8812056368624,,,-0.0848514435020739,-0.0983743747421624,0.2543981565244591,0.4693795026855668,0.4186231595702347,0.4333996023856858,23,46,2,4,0.0869565217391304,0.0869565217391304,45.73913043478261,47.391304347826086,True,True,False,0.8784211265347102,,0.7297031288877923,,role_filter_strict,same_structure_avoided,n7_4256980,0.8814913627783485,0.9166233328404154,0.0,0.0,GOOD,1.0,0.9550309756089813,0.9120631656822729,0.8317825373503189,1622.8812056368624,1549.9018211168525,1480.1701699394205,1349.8842470427742,1.0,1.0,1.0,0.041033426107677684,-0.09837437474216248,0.023761195695481303,0.007807467991698005,4,2,19,4,0.21052631578947367,819.9649355514955,396.6378642021384,131.436658405329,-0.18902206184283965,-0.33924960002653315,1.979208055458296,-0.09064768710067725,2,4/3,2/0,13,0.5384615384615384,1.0,77.0,32.0,-19.1,6.0,2.7543875904295687,1.7073266675900713,25,0.6090909090909091,0.09090909090909091,0.5454545454545454,0.33352272727272725,0.5477272727272727,0.46019886363636364,D,False,False,False,True,False,1,REVIEW,32
25,REVIEW,0.510625,0,2,동료 안,False,8,19162588,,저휩쏘형,저휩쏘형,5,3,Index + IG + Credit Stress + 10Y Real Yield + 10Y-2Y Spread + 10Y-3M Spread + 10Y Nominal Yield Slope + Bollinger Band,Index=EMA20_W90_S35_E18|IG=EMA5_W180_S20_E10|Credit Stress=EMA10_W240_S20_E18|10Y Real Yield=EMA3_W180_S42_E32|10Y-2Y Spread=EMA8_W360_S35_E18|10Y-3M Spread=EMA80_W60_S62_E32|10Y Nominal Yield Slope=SW160_EMA40_W240_S35_E10|Bollinger Band=BBW18_STD2p25|start_k=5|end_l=3,582.2831251872007,2029.6032185026431,,,-0.1027661709329135,-0.1644951981043219,0.2364834290936195,0.4032586793234074,0.1508157580580978,0.1825049701789264,6,15,0,0,0.0,0.0,63.166666666666664,61.2,True,True,True,0.9369507431983948,,0.8668771034929886,,role_filter_strict,same_structure_avoided,n8_19162588,0.8817546892403595,0.8623785821942506,0.019540318287366354,0.032078556743094566,GOOD,1.0,0.9851082442083694,0.9704309672630805,0.9417079539575487,2029.6032185026434,1999.3788630187946,1969.5898144917817,1911.2934942417799,1.0,1.0,1.0,0.05910333364151121,-0.1644951981043219,0.02858831174941484,0.03563927045422629,5,3,19,7,0.3684210526315789,777.6134026812018,628.508823135187,310.5191146949771,-0.39376250929653756,-0.5677538774277293,2.610041456981831,-0.22926731119221566,1,5/3,3/1,13,0.8461538461538461,0.9230769230769231,30.25,30.5,-31.25,12.0,2.043290660693799,0.7716004101412163,2,0.37272727272727274,0.8863636363636364,0.5,0.42329545454545453,0.4914772727272727,0.49230113636363637,D,False,False,False,True,False,1,REVIEW,27
26,REVIEW,0.5080113636363636,0,-9,공통,True,9,2879703,안정형,균형형 정석,안정형 / 균형형 정석,5,3,Index + HY + IG + Credit Stress + VIX Spread + 10Y Real Yield + 10Y-2Y Spread + 10Y Nominal Yield Slope + Bollinger Band,Index=EMA40_W45_S35_E25|HY=EMA80_W240_S20_E10|IG=EMA5_W180_S20_E10|Credit Stress=EMA1_W60_S28_E25|VIX Spread=EMA5_W120_S86_E40|10Y Real Yield=EMA40_W120_S18_E10|10Y-2Y Spread=EMA40_W60_S82_E52|10Y Nominal Yield Slope=SW15_EMA10_W45_S75_E40|Bollinger Band=BBW18_STD2p75|start_k=5|end_l=3,649.5150293616563,2658.4359088119586,350.23996883972313,609.8260976898191,-0.0960445475291298,-0.1370350737538208,0.2432050524974032,0.4307188036739084,0.2518901711102268,0.2667992047713717,10,24,0,0,0.0,0.0,63.3,55.916666666666664,True,True,True,0.9271429181098938,0.8822829497907949,0.7897085866850858,권장조건,role_filter_strict,same_structure_avoided,n9_2879703,0.8650730756507912,0.7356726768895593,0.002167672389229991,0.04396709781167496,WATCH,1.0,0.9762798501079316,0.9531108968798868,0.9083766912623213,2658.4359088119586,2595.377410576482,2533.784233345463,2414.8612147795493,1.0,1.0,1.0,0.07220485136579002,-0.13703507375382085,0.02607128815008588,0.02366589135004974,5,3,19,8,0.42105263157894735,1186.704161342353,857.7086040881875,303.9238819980636,-0.19388242072358475,-0.32904518660456517,2.240184197049449,-0.05684734696976396,1,5/3,3/1,13,0.7692307692307693,1.0,73.75,17.5,4.416666666666667,3.0,2.5456012560707912,1.3412808756095405,9,0.16136363636363638,0.6590909090909091,0.5272727272727272,0.7102272727272727,0.6630681818181818,0.5401704545454545,C,False,False,False,True,False,1,REVIEW,17
